country_region_code,country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
BR,Brazil,State of Espírito Santo,,2020-04-11,-56,-5,-65,-57,-30,14
BR,Brazil,State of Espírito Santo,,2020-04-12,-67,-26,-75,-64,-27,14
BR,Brazil,State of Espírito Santo,,2020-04-13,-49,-18,-53,-56,-31,16
BR,Brazil,State of Espírito Santo,,2020-04-14,-49,-19,-45,-58,-32,16
BR,Brazil,State of Espírito Santo,,2020-04-15,-50,-17,-47,-58,-32,17
BR,Brazil,State of Espírito Santo,,2020-04-16,-52,-12,-47,-57,-32,17
BR,Brazil,State of Espírito Santo,,2020-04-17,-53,-5,-55,-55,-30,18
BR,Brazil,State of Espírito Santo,,2020-04-18,-59,-11,-63,-56,-24,13
BR,Brazil,State of Espírito Santo,,2020-04-19,-67,-21,-66,-66,-25,14
BR,Brazil,State of Espírito Santo,,2020-04-20,-66,-37,-48,-71,-61,21
BR,Brazil,State of Espírito Santo,,2020-04-21,-71,-46,-44,-76,-68,21
BR,Brazil,State of Espírito Santo,,2020-04-22,-48,-10,-43,-54,-27,14
BR,Brazil,State of Espírito Santo,,2020-04-23,-51,-14,-46,-56,-28,16
BR,Brazil,State of Espírito Santo,,2020-04-24,-54,-12,-52,-53,-25,16
BR,Brazil,State of Espírito Santo,,2020-04-25,-58,-13,-62,-56,-20,13
BR,Brazil,State of Espírito Santo,,2020-04-26,-64,-24,-63,-65,-22,14
BR,Brazil,State of Espírito Santo,,2020-04-27,-52,-18,-49,-55,-24,15
BR,Brazil,State of Espírito Santo,,2020-04-28,-50,-17,-42,-55,-26,12
BR,Brazil,State of Espírito Santo,,2020-04-29,-50,-16,-46,-55,-26,15
BR,Brazil,State of Espírito Santo,,2020-04-30,-41,9,-41,-50,-24,13
BR,Brazil,State of Espírito Santo,,2020-05-01,-70,-67,-47,-74,-67,24
BR,Brazil,State of Espírito Santo,,2020-05-02,-52,2,-55,-53,-20,12
BR,Brazil,State of Espírito Santo,,2020-05-03,-64,-22,-67,-62,-21,13
BR,Brazil,State of Espírito Santo,,2020-05-04,-47,-7,-45,-52,-22,14
BR,Brazil,State of Espírito Santo,,2020-05-05,-45,-7,-39,-51,-23,13
BR,Brazil,State of Espírito Santo,,2020-05-06,-44,-5,-39,-49,-23,14
BR,Brazil,State of Espírito Santo,,2020-05-07,-46,-4,-53,-50,-25,16
BR,Brazil,State of Goiás,,2020-02-15,3,5,-7,4,8,0
BR,Brazil,State of Goiás,,2020-02-16,1,2,-7,0,1,1
BR,Brazil,State of Goiás,,2020-02-17,-4,-1,-6,2,18,0
BR,Brazil,State of Goiás,,2020-02-18,-1,-2,-1,4,14,-1
BR,Brazil,State of Goiás,,2020-02-19,-2,-4,-7,1,13,0
BR,Brazil,State of Goiás,,2020-02-20,2,4,2,5,13,-1
BR,Brazil,State of Goiás,,2020-02-21,2,9,2,5,16,-2
BR,Brazil,State of Goiás,,2020-02-22,-3,6,19,-1,-1,0
BR,Brazil,State of Goiás,,2020-02-23,1,6,54,-6,-4,0
BR,Brazil,State of Goiás,,2020-02-24,-22,-8,45,-22,-48,10
BR,Brazil,State of Goiás,,2020-02-25,-31,-24,41,-24,-63,10
BR,Brazil,State of Goiás,,2020-02-26,-11,-10,-15,-12,-11,5
BR,Brazil,State of Goiás,,2020-02-27,-7,-1,-8,-3,10,0
BR,Brazil,State of Goiás,,2020-02-28,-7,3,-16,-5,15,1
BR,Brazil,State of Goiás,,2020-02-29,-5,4,-23,-7,6,4
BR,Brazil,State of Goiás,,2020-03-01,-2,7,-15,-6,3,4
BR,Brazil,State of Goiás,,2020-03-02,-5,1,-12,0,18,0
BR,Brazil,State of Goiás,,2020-03-03,0,2,-4,3,14,0
BR,Brazil,State of Goiás,,2020-03-04,1,2,-6,2,14,-1
BR,Brazil,State of Goiás,,2020-03-05,-1,4,-5,2,14,-1
BR,Brazil,State of Goiás,,2020-03-06,3,11,-7,6,18,-2
BR,Brazil,State of Goiás,,2020-03-07,8,14,-6,6,8,-1
BR,Brazil,State of Goiás,,2020-03-08,11,12,0,3,5,0
BR,Brazil,State of Goiás,,2020-03-09,2,6,-1,7,20,-2
BR,Brazil,State of Goiás,,2020-03-10,4,6,3,8,16,-2
BR,Brazil,State of Goiás,,2020-03-11,3,3,-4,4,15,-2
BR,Brazil,State of Goiás,,2020-03-12,1,4,0,5,13,-1
BR,Brazil,State of Goiás,,2020-03-13,0,7,-7,3,17,-1
BR,Brazil,State of Goiás,,2020-03-14,-2,7,-8,0,7,0
BR,Brazil,State of Goiás,,2020-03-15,-5,8,-1,-3,3,1
BR,Brazil,State of Goiás,,2020-03-16,-9,7,-6,-7,11,2
BR,Brazil,State of Goiás,,2020-03-17,-13,10,-9,-11,-1,5
BR,Brazil,State of Goiás,,2020-03-18,-20,6,-16,-18,-8,8
BR,Brazil,State of Goiás,,2020-03-19,-41,1,-22,-26,-19,12
BR,Brazil,State of Goiás,,2020-03-20,-54,-4,-38,-38,-27,17
BR,Brazil,State of Goiás,,2020-03-21,-68,-19,-49,-47,-36,18
BR,Brazil,State of Goiás,,2020-03-22,-73,-35,-56,-57,-34,17
BR,Brazil,State of Goiás,,2020-03-23,-67,-26,-42,-53,-43,22
BR,Brazil,State of Goiás,,2020-03-24,-68,-30,-42,-56,-51,24
BR,Brazil,State of Goiás,,2020-03-25,-69,-32,-45,-58,-52,24
BR,Brazil,State of Goiás,,2020-03-26,-67,-27,-36,-53,-51,24
BR,Brazil,State of Goiás,,2020-03-27,-67,-24,-42,-53,-47,24
BR,Brazil,State of Goiás,,2020-03-28,-70,-28,-51,-54,-41,19
BR,Brazil,State of Goiás,,2020-03-29,-67,-27,-44,-50,-28,15
BR,Brazil,State of Goiás,,2020-03-30,-57,-21,-31,-47,-40,20
BR,Brazil,State of Goiás,,2020-03-31,-55,-17,-26,-45,-42,20
BR,Brazil,State of Goiás,,2020-04-01,-54,-15,-28,-45,-42,20
BR,Brazil,State of Goiás,,2020-04-02,-54,-13,-24,-44,-42,20
BR,Brazil,State of Goiás,,2020-04-03,-56,-10,-32,-44,-38,21
BR,Brazil,State of Goiás,,2020-04-04,-59,-11,-38,-41,-32,16
BR,Brazil,State of Goiás,,2020-04-05,-61,-18,-37,-45,-25,13
BR,Brazil,State of Goiás,,2020-04-06,-49,-13,-31,-43,-32,17
BR,Brazil,State of Goiás,,2020-04-07,-46,-7,-26,-39,-35,17
BR,Brazil,State of Goiás,,2020-04-08,-45,-4,-25,-38,-36,16
BR,Brazil,State of Goiás,,2020-04-09,-42,9,-14,-35,-39,15
BR,Brazil,State of Goiás,,2020-04-10,-70,-28,-30,-51,-70,26
BR,Brazil,State of Goiás,,2020-04-11,-56,-4,-32,-39,-35,13
BR,Brazil,State of Goiás,,2020-04-12,-59,-17,-36,-41,-22,8
BR,Brazil,State of Goiás,,2020-04-13,-47,-14,-28,-39,-30,15
BR,Brazil,State of Goiás,,2020-04-14,-50,-18,-35,-44,-35,17
BR,Brazil,State of Goiás,,2020-04-15,-48,-13,-32,-41,-34,17
BR,Brazil,State of Goiás,,2020-04-16,-49,-12,-32,-42,-35,18
BR,Brazil,State of Goiás,,2020-04-17,-51,-8,-36,-42,-31,19
BR,Brazil,State of Goiás,,2020-04-18,-59,-13,-47,-44,-26,15
BR,Brazil,State of Goiás,,2020-04-19,-62,-16,-44,-46,-21,13
BR,Brazil,State of Goiás,,2020-04-20,-46,-10,-28,-41,-33,16
BR,Brazil,State of Goiás,,2020-04-21,-65,-29,-33,-51,-63,23
BR,Brazil,State of Goiás,,2020-04-22,-42,-13,-31,-39,-26,15
BR,Brazil,State of Goiás,,2020-04-23,-42,-10,-27,-36,-27,16
BR,Brazil,State of Goiás,,2020-04-24,-45,-7,-32,-36,-23,16
BR,Brazil,State of Goiás,,2020-04-25,-49,-7,-36,-33,-17,13
BR,Brazil,State of Goiás,,2020-04-26,-55,-13,-35,-37,-14,11
BR,Brazil,State of Goiás,,2020-04-27,-41,-11,-25,-35,-19,15
BR,Brazil,State of Goiás,,2020-04-28,-39,-9,-22,-32,-23,12
BR,Brazil,State of Goiás,,2020-04-29,-38,-8,-23,-33,-23,15
BR,Brazil,State of Goiás,,2020-04-30,-33,8,-12,-26,-23,12
BR,Brazil,State of Goiás,,2020-05-01,-62,-11,-21,-41,-60,22
BR,Brazil,State of Goiás,,2020-05-02,-49,-4,-27,-33,-22,12
BR,Brazil,State of Goiás,,2020-05-03,-54,-13,-28,-34,-12,9
BR,Brazil,State of Goiás,,2020-05-04,-37,-4,-22,-30,-16,13
BR,Brazil,State of Goiás,,2020-05-05,-34,-1,-16,-27,-20,14
BR,Brazil,State of Goiás,,2020-05-06,-33,1,-21,-27,-20,14
BR,Brazil,State of Goiás,,2020-05-07,-32,8,-18,-25,-21,14
BR,Brazil,State of Maranhão,,2020-02-15,-3,0,-8,-7,2,1
BR,Brazil,State of Maranhão,,2020-02-16,-3,2,-8,-6,1,2
BR,Brazil,State of Maranhão,,2020-02-17,-4,-3,-6,-7,12,1
BR,Brazil,State of Maranhão,,2020-02-18,0,4,1,-2,13,-1
BR,Brazil,State of Maranhão,,2020-02-19,-3,0,-8,0,10,0
BR,Brazil,State of Maranhão,,2020-02-20,-2,6,-2,2,10,0
BR,Brazil,State of Maranhão,,2020-02-21,-1,10,-14,10,9,0
BR,Brazil,State of Maranhão,,2020-02-22,-3,12,-4,18,-3,0
BR,Brazil,State of Maranhão,,2020-02-23,-1,9,47,-8,-1,-1
BR,Brazil,State of Maranhão,,2020-02-24,-20,-7,71,-40,-46,6
BR,Brazil,State of Maranhão,,2020-02-25,-29,-25,68,-34,-57,6
BR,Brazil,State of Maranhão,,2020-02-26,-19,-16,12,-8,-35,5
BR,Brazil,State of Maranhão,,2020-02-27,-11,-2,-8,-5,5,2
BR,Brazil,State of Maranhão,,2020-02-28,-8,3,-16,-14,9,2
BR,Brazil,State of Maranhão,,2020-02-29,-7,6,-24,-14,3,4
BR,Brazil,State of Maranhão,,2020-03-01,-10,4,-16,-8,0,5
BR,Brazil,State of Maranhão,,2020-03-02,-4,4,-4,-5,14,0
BR,Brazil,State of Maranhão,,2020-03-03,-5,3,-9,-6,13,0
BR,Brazil,State of Maranhão,,2020-03-04,-4,4,-10,-1,12,0
BR,Brazil,State of Maranhão,,2020-03-05,-5,4,-5,-2,12,0
BR,Brazil,State of Maranhão,,2020-03-06,2,8,-9,-3,15,0
BR,Brazil,State of Maranhão,,2020-03-07,2,10,-20,-9,5,2
BR,Brazil,State of Maranhão,,2020-03-08,5,9,-13,-8,5,2
BR,Brazil,State of Maranhão,,2020-03-09,-11,-7,-15,-6,14,1
BR,Brazil,State of Maranhão,,2020-03-10,3,10,-2,-4,15,-2
BR,Brazil,State of Maranhão,,2020-03-11,-1,3,-10,-2,13,-1
BR,Brazil,State of Maranhão,,2020-03-12,-5,2,-7,-3,13,0
BR,Brazil,State of Maranhão,,2020-03-13,-6,0,-17,-4,14,0
BR,Brazil,State of Maranhão,,2020-03-14,-7,3,-27,-12,4,2
BR,Brazil,State of Maranhão,,2020-03-15,-13,2,-22,-13,0,4
BR,Brazil,State of Maranhão,,2020-03-16,-10,1,-12,-12,10,0
BR,Brazil,State of Maranhão,,2020-03-17,-10,10,-11,-11,2,1
BR,Brazil,State of Maranhão,,2020-03-18,-16,5,-19,-16,-6,4
BR,Brazil,State of Maranhão,,2020-03-19,-27,1,-25,-23,-12,6
BR,Brazil,State of Maranhão,,2020-03-20,-34,1,-40,-29,-13,8
BR,Brazil,State of Maranhão,,2020-03-21,-50,1,-51,-40,-15,9
BR,Brazil,State of Maranhão,,2020-03-22,-64,-18,-56,-55,-22,11
BR,Brazil,State of Maranhão,,2020-03-23,-60,-18,-43,-58,-37,14
BR,Brazil,State of Maranhão,,2020-03-24,-64,-27,-49,-62,-45,15
BR,Brazil,State of Maranhão,,2020-03-25,-66,-30,-53,-64,-48,17
BR,Brazil,State of Maranhão,,2020-03-26,-64,-26,-46,-64,-45,15
BR,Brazil,State of Maranhão,,2020-03-27,-63,-25,-51,-66,-43,16
BR,Brazil,State of Maranhão,,2020-03-28,-63,-23,-51,-64,-33,13
BR,Brazil,State of Maranhão,,2020-03-29,-63,-27,-48,-66,-20,11
BR,Brazil,State of Maranhão,,2020-03-30,-56,-20,-40,-64,-38,14
BR,Brazil,State of Maranhão,,2020-03-31,-55,-18,-41,-60,-38,14
BR,Brazil,State of Maranhão,,2020-04-01,-54,-13,-44,-59,-39,15
BR,Brazil,State of Maranhão,,2020-04-02,-53,-12,-39,-60,-38,15
BR,Brazil,State of Maranhão,,2020-04-03,-54,-11,-45,-61,-36,16
BR,Brazil,State of Maranhão,,2020-04-04,-57,-10,-49,-62,-26,14
BR,Brazil,State of Maranhão,,2020-04-05,-59,-18,-48,-64,-18,12
BR,Brazil,State of Maranhão,,2020-04-06,-48,-8,-34,-59,-33,15
BR,Brazil,State of Maranhão,,2020-04-07,-43,2,-29,-55,-33,12
BR,Brazil,State of Maranhão,,2020-04-08,-49,-4,-39,-58,-36,13
BR,Brazil,State of Maranhão,,2020-04-09,-49,8,-31,-61,-42,12
BR,Brazil,State of Maranhão,,2020-04-10,-76,-70,-50,-80,-67,21
BR,Brazil,State of Maranhão,,2020-04-11,-57,-10,-46,-68,-34,13
BR,Brazil,State of Maranhão,,2020-04-12,-60,-25,-49,-69,-20,10
BR,Brazil,State of Maranhão,,2020-04-13,-49,-18,-37,-62,-33,15
BR,Brazil,State of Maranhão,,2020-04-14,-52,-22,-43,-59,-35,15
BR,Brazil,State of Maranhão,,2020-04-15,-47,-12,-37,-59,-34,15
BR,Brazil,State of Maranhão,,2020-04-16,-53,-19,-44,-61,-35,16
BR,Brazil,State of Maranhão,,2020-04-17,-53,-19,-48,-63,-34,17
BR,Brazil,State of Maranhão,,2020-04-18,-57,-17,-51,-63,-24,14
BR,Brazil,State of Maranhão,,2020-04-19,-61,-25,-50,-68,-18,13
BR,Brazil,State of Maranhão,,2020-04-20,-49,-14,-37,-64,-33,15
BR,Brazil,State of Maranhão,,2020-04-21,-67,-35,-51,-74,-56,19
BR,Brazil,State of Maranhão,,2020-04-22,-49,-15,-41,-60,-34,14
BR,Brazil,State of Maranhão,,2020-04-23,-53,-18,-42,-63,-35,16
BR,Brazil,State of Maranhão,,2020-04-24,-54,-18,-48,-63,-33,17
BR,Brazil,State of Maranhão,,2020-04-25,-57,-17,-52,-65,-24,14
BR,Brazil,State of Maranhão,,2020-04-26,-62,-25,-51,-67,-17,13
BR,Brazil,State of Maranhão,,2020-04-27,-51,-18,-39,-63,-32,16
BR,Brazil,State of Maranhão,,2020-04-28,-48,-10,-37,-61,-33,11
BR,Brazil,State of Maranhão,,2020-04-29,-50,-9,-40,-58,-35,14
BR,Brazil,State of Maranhão,,2020-04-30,-52,6,-32,-58,-34,13
BR,Brazil,State of Maranhão,,2020-05-01,-72,-52,-54,-73,-59,21
BR,Brazil,State of Maranhão,,2020-05-02,-59,0,-46,-63,-25,13
BR,Brazil,State of Maranhão,,2020-05-03,-65,-15,-48,-65,-18,11
BR,Brazil,State of Maranhão,,2020-05-04,-51,3,-31,-59,-32,13
BR,Brazil,State of Maranhão,,2020-05-05,-62,-15,-40,-68,-40,15
BR,Brazil,State of Maranhão,,2020-05-06,-60,-9,-42,-66,-40,16
BR,Brazil,State of Maranhão,,2020-05-07,-59,-5,-40,-67,-40,17
BR,Brazil,State of Mato Grosso,,2020-02-15,0,1,-12,0,3,1
BR,Brazil,State of Mato Grosso,,2020-02-16,3,3,-6,0,2,1
BR,Brazil,State of Mato Grosso,,2020-02-17,-3,-1,-5,3,12,0
BR,Brazil,State of Mato Grosso,,2020-02-18,-3,-3,-5,4,11,0
BR,Brazil,State of Mato Grosso,,2020-02-19,-4,-3,-6,2,11,-1
BR,Brazil,State of Mato Grosso,,2020-02-20,2,3,-1,4,10,-1
BR,Brazil,State of Mato Grosso,,2020-02-21,0,3,-7,8,11,0
BR,Brazil,State of Mato Grosso,,2020-02-22,-6,1,-16,1,-2,1
BR,Brazil,State of Mato Grosso,,2020-02-23,-3,-1,-9,-11,-4,1
BR,Brazil,State of Mato Grosso,,2020-02-24,-4,0,12,-18,-28,5
BR,Brazil,State of Mato Grosso,,2020-02-25,-32,-25,12,-27,-57,10
BR,Brazil,State of Mato Grosso,,2020-02-26,-13,-7,-11,-8,-5,4
BR,Brazil,State of Mato Grosso,,2020-02-27,-4,1,-1,1,9,0
BR,Brazil,State of Mato Grosso,,2020-02-28,-7,-1,-9,-2,13,1
BR,Brazil,State of Mato Grosso,,2020-02-29,-4,1,-16,-5,5,3
BR,Brazil,State of Mato Grosso,,2020-03-01,-4,5,-12,-5,3,3
BR,Brazil,State of Mato Grosso,,2020-03-02,-4,2,-6,2,13,0
BR,Brazil,State of Mato Grosso,,2020-03-03,-2,0,-6,5,13,0
BR,Brazil,State of Mato Grosso,,2020-03-04,-2,1,-4,4,13,0
BR,Brazil,State of Mato Grosso,,2020-03-05,5,8,4,7,13,-1
BR,Brazil,State of Mato Grosso,,2020-03-06,7,10,0,8,15,-1
BR,Brazil,State of Mato Grosso,,2020-03-07,13,14,4,6,8,0
BR,Brazil,State of Mato Grosso,,2020-03-08,13,12,0,3,6,0
BR,Brazil,State of Mato Grosso,,2020-03-09,3,7,-2,7,14,0
BR,Brazil,State of Mato Grosso,,2020-03-10,5,7,1,11,13,-1
BR,Brazil,State of Mato Grosso,,2020-03-11,0,2,-4,7,12,-1
BR,Brazil,State of Mato Grosso,,2020-03-12,4,6,0,8,12,-1
BR,Brazil,State of Mato Grosso,,2020-03-13,2,5,-5,8,14,-1
BR,Brazil,State of Mato Grosso,,2020-03-14,2,5,-5,3,5,1
BR,Brazil,State of Mato Grosso,,2020-03-15,-2,5,-6,0,3,1
BR,Brazil,State of Mato Grosso,,2020-03-16,-5,4,-11,0,13,0
BR,Brazil,State of Mato Grosso,,2020-03-17,-10,6,-14,-4,9,1
BR,Brazil,State of Mato Grosso,,2020-03-18,-16,6,-16,-9,4,3
BR,Brazil,State of Mato Grosso,,2020-03-19,-21,7,-19,-15,-3,5
BR,Brazil,State of Mato Grosso,,2020-03-20,-35,0,-38,-26,-9,9
BR,Brazil,State of Mato Grosso,,2020-03-21,-50,-7,-46,-36,-17,10
BR,Brazil,State of Mato Grosso,,2020-03-22,-68,-33,-56,-53,-27,12
BR,Brazil,State of Mato Grosso,,2020-03-23,-63,-27,-53,-62,-36,17
BR,Brazil,State of Mato Grosso,,2020-03-24,-69,-34,-53,-66,-44,19
BR,Brazil,State of Mato Grosso,,2020-03-25,-67,-32,-47,-64,-44,18
BR,Brazil,State of Mato Grosso,,2020-03-26,-63,-29,-44,-61,-42,18
BR,Brazil,State of Mato Grosso,,2020-03-27,-59,-26,-44,-60,-36,18
BR,Brazil,State of Mato Grosso,,2020-03-28,-61,-25,-43,-58,-30,13
BR,Brazil,State of Mato Grosso,,2020-03-29,-63,-30,-44,-59,-22,11
BR,Brazil,State of Mato Grosso,,2020-03-30,-48,-21,-40,-55,-28,14
BR,Brazil,State of Mato Grosso,,2020-03-31,-47,-18,-39,-53,-29,13
BR,Brazil,State of Mato Grosso,,2020-04-01,-45,-16,-35,-51,-28,13
BR,Brazil,State of Mato Grosso,,2020-04-02,-42,-12,-31,-49,-27,13
BR,Brazil,State of Mato Grosso,,2020-04-03,-45,-11,-36,-48,-25,14
BR,Brazil,State of Mato Grosso,,2020-04-04,-48,-9,-37,-46,-20,11
BR,Brazil,State of Mato Grosso,,2020-04-05,-57,-19,-38,-52,-19,9
BR,Brazil,State of Mato Grosso,,2020-04-06,-36,-8,-37,-46,-22,12
BR,Brazil,State of Mato Grosso,,2020-04-07,-36,-5,-36,-42,-23,11
BR,Brazil,State of Mato Grosso,,2020-04-08,-39,-5,-33,-49,-32,13
BR,Brazil,State of Mato Grosso,,2020-04-09,-27,17,-23,-37,-27,8
BR,Brazil,State of Mato Grosso,,2020-04-10,-72,-45,-39,-61,-71,23
BR,Brazil,State of Mato Grosso,,2020-04-11,-43,0,-30,-43,-24,11
BR,Brazil,State of Mato Grosso,,2020-04-12,-55,-18,-38,-49,-15,6
BR,Brazil,State of Mato Grosso,,2020-04-13,-37,-14,-36,-45,-20,11
BR,Brazil,State of Mato Grosso,,2020-04-14,-41,-17,-42,-48,-22,13
BR,Brazil,State of Mato Grosso,,2020-04-15,-38,-11,-35,-45,-21,12
BR,Brazil,State of Mato Grosso,,2020-04-16,-36,-8,-31,-43,-21,12
BR,Brazil,State of Mato Grosso,,2020-04-17,-39,-7,-34,-43,-19,14
BR,Brazil,State of Mato Grosso,,2020-04-18,-46,-9,-35,-43,-14,9
BR,Brazil,State of Mato Grosso,,2020-04-19,-53,-17,-36,-48,-14,8
BR,Brazil,State of Mato Grosso,,2020-04-20,-35,-4,-29,-44,-23,10
BR,Brazil,State of Mato Grosso,,2020-04-21,-64,-32,-29,-59,-62,18
BR,Brazil,State of Mato Grosso,,2020-04-22,-37,-11,-30,-44,-18,10
BR,Brazil,State of Mato Grosso,,2020-04-23,-35,-8,-27,-43,-18,11
BR,Brazil,State of Mato Grosso,,2020-04-24,-39,-9,-32,-42,-15,12
BR,Brazil,State of Mato Grosso,,2020-04-25,-41,-8,-28,-39,-10,9
BR,Brazil,State of Mato Grosso,,2020-04-26,-47,-15,-28,-45,-10,7
BR,Brazil,State of Mato Grosso,,2020-04-27,-32,-11,-26,-42,-13,11
BR,Brazil,State of Mato Grosso,,2020-04-28,-31,-10,-25,-39,-14,7
BR,Brazil,State of Mato Grosso,,2020-04-29,-32,-8,-22,-38,-14,10
BR,Brazil,State of Mato Grosso,,2020-04-30,-22,12,-13,-31,-14,6
BR,Brazil,State of Mato Grosso,,2020-05-01,-61,-27,-16,-51,-62,18
BR,Brazil,State of Mato Grosso,,2020-05-02,-37,0,-16,-37,-14,8
BR,Brazil,State of Mato Grosso,,2020-05-03,-45,-13,-21,-40,-8,5
BR,Brazil,State of Mato Grosso,,2020-05-04,-28,-2,-22,-35,-11,9
BR,Brazil,State of Mato Grosso,,2020-05-05,-27,0,-23,-33,-12,9
BR,Brazil,State of Mato Grosso,,2020-05-06,-30,0,-29,-35,-12,10
BR,Brazil,State of Mato Grosso,,2020-05-07,-22,14,-23,-32,-12,10
BR,Brazil,State of Mato Grosso do Sul,,2020-02-15,6,5,1,2,5,0
BR,Brazil,State of Mato Grosso do Sul,,2020-02-16,-1,4,-5,-4,0,1
BR,Brazil,State of Mato Grosso do Sul,,2020-02-17,-1,1,0,7,16,-1
BR,Brazil,State of Mato Grosso do Sul,,2020-02-18,0,1,5,5,15,-1
BR,Brazil,State of Mato Grosso do Sul,,2020-02-19,-7,-2,-6,4,20,-1
BR,Brazil,State of Mato Grosso do Sul,,2020-02-20,-8,-1,-20,2,18,0
BR,Brazil,State of Mato Grosso do Sul,,2020-02-21,4,8,1,9,18,-2
BR,Brazil,State of Mato Grosso do Sul,,2020-02-22,4,7,19,6,1,-1
BR,Brazil,State of Mato Grosso do Sul,,2020-02-23,3,5,23,-1,-1,0
BR,Brazil,State of Mato Grosso do Sul,,2020-02-24,-5,0,36,-16,-28,4
BR,Brazil,State of Mato Grosso do Sul,,2020-02-25,-32,-24,18,-32,-55,9
BR,Brazil,State of Mato Grosso do Sul,,2020-02-26,-21,-9,-22,-17,-9,8
BR,Brazil,State of Mato Grosso do Sul,,2020-02-27,-7,3,-7,8,19,-1
BR,Brazil,State of Mato Grosso do Sul,,2020-02-28,-2,5,1,7,21,-2
BR,Brazil,State of Mato Grosso do Sul,,2020-02-29,1,8,-1,-2,8,2
BR,Brazil,State of Mato Grosso do Sul,,2020-03-01,-4,9,-6,-5,3,3
BR,Brazil,State of Mato Grosso do Sul,,2020-03-02,-2,5,1,9,22,-2
BR,Brazil,State of Mato Grosso do Sul,,2020-03-03,0,5,6,7,21,-2
BR,Brazil,State of Mato Grosso do Sul,,2020-03-04,-3,5,7,9,24,-2
BR,Brazil,State of Mato Grosso do Sul,,2020-03-05,2,10,1,13,23,-2
BR,Brazil,State of Mato Grosso do Sul,,2020-03-06,13,17,14,15,24,-4
BR,Brazil,State of Mato Grosso do Sul,,2020-03-07,16,18,11,8,8,-1
BR,Brazil,State of Mato Grosso do Sul,,2020-03-08,13,16,3,1,5,0
BR,Brazil,State of Mato Grosso do Sul,,2020-03-09,2,8,8,13,23,-2
BR,Brazil,State of Mato Grosso do Sul,,2020-03-10,5,9,11,13,22,-3
BR,Brazil,State of Mato Grosso do Sul,,2020-03-11,-1,5,9,13,24,-2
BR,Brazil,State of Mato Grosso do Sul,,2020-03-12,-1,6,1,12,22,-2
BR,Brazil,State of Mato Grosso do Sul,,2020-03-13,5,8,7,13,23,-3
BR,Brazil,State of Mato Grosso do Sul,,2020-03-14,3,8,4,3,6,0
BR,Brazil,State of Mato Grosso do Sul,,2020-03-15,-4,8,-1,-5,3,1
BR,Brazil,State of Mato Grosso do Sul,,2020-03-16,-10,6,-6,3,19,0
BR,Brazil,State of Mato Grosso do Sul,,2020-03-17,-13,6,-8,-6,14,0
BR,Brazil,State of Mato Grosso do Sul,,2020-03-18,-22,6,-14,-12,7,4
BR,Brazil,State of Mato Grosso do Sul,,2020-03-19,-34,2,-33,-23,-4,7
BR,Brazil,State of Mato Grosso do Sul,,2020-03-20,-35,5,-30,-27,-8,8
BR,Brazil,State of Mato Grosso do Sul,,2020-03-21,-57,-10,-51,-52,-23,12
BR,Brazil,State of Mato Grosso do Sul,,2020-03-22,-70,-34,-59,-64,-29,14
BR,Brazil,State of Mato Grosso do Sul,,2020-03-23,-62,-25,-52,-65,-33,16
BR,Brazil,State of Mato Grosso do Sul,,2020-03-24,-66,-30,-50,-69,-41,17
BR,Brazil,State of Mato Grosso do Sul,,2020-03-25,-67,-31,-49,-69,-40,18
BR,Brazil,State of Mato Grosso do Sul,,2020-03-26,-65,-29,-51,-68,-39,18
BR,Brazil,State of Mato Grosso do Sul,,2020-03-27,-63,-26,-45,-66,-37,18
BR,Brazil,State of Mato Grosso do Sul,,2020-03-28,-68,-28,-54,-66,-34,15
BR,Brazil,State of Mato Grosso do Sul,,2020-03-29,-68,-33,-56,-68,-26,14
BR,Brazil,State of Mato Grosso do Sul,,2020-03-30,-53,-23,-44,-64,-31,15
BR,Brazil,State of Mato Grosso do Sul,,2020-03-31,-50,-18,-42,-62,-31,14
BR,Brazil,State of Mato Grosso do Sul,,2020-04-01,-50,-15,-38,-61,-28,14
BR,Brazil,State of Mato Grosso do Sul,,2020-04-02,-49,-12,-42,-60,-29,14
BR,Brazil,State of Mato Grosso do Sul,,2020-04-03,-48,-6,-37,-58,-27,14
BR,Brazil,State of Mato Grosso do Sul,,2020-04-04,-53,-7,-43,-54,-24,12
BR,Brazil,State of Mato Grosso do Sul,,2020-04-05,-59,-20,-44,-58,-20,11
BR,Brazil,State of Mato Grosso do Sul,,2020-04-06,-39,-8,-32,-47,-22,12
BR,Brazil,State of Mato Grosso do Sul,,2020-04-07,-33,0,-26,-45,-22,11
BR,Brazil,State of Mato Grosso do Sul,,2020-04-08,-34,2,-21,-41,-19,11
BR,Brazil,State of Mato Grosso do Sul,,2020-04-09,-28,19,-22,-38,-25,9
BR,Brazil,State of Mato Grosso do Sul,,2020-04-10,-70,-36,-47,-68,-67,21
BR,Brazil,State of Mato Grosso do Sul,,2020-04-11,-40,3,-30,-42,-23,11
BR,Brazil,State of Mato Grosso do Sul,,2020-04-12,-56,-18,-45,-53,-13,8
BR,Brazil,State of Mato Grosso do Sul,,2020-04-13,-36,-12,-25,-40,-17,10
